Real,User,Sys,Algorithm,Iteration
0.41,3.43,0.00,Connected,1
0.29,2.98,0.01,Connected,2
0.32,3.37,0.01,Connected,3
0.29,3.08,0.02,Connected,4
0.30,3.18,0.05,Connected,5
0.30,3.07,0.00,Connected,6
0.30,3.05,0.02,Connected,7
0.31,3.26,0.02,Connected,8
0.30,3.25,0.01,Connected,9
0.30,3.24,0.01,Connected,10
0.30,3.14,0.06,Connected,11
0.33,3.52,0.04,Connected,12
0.34,3.54,0.04,Connected,13
0.31,3.21,0.02,Connected,14
0.30,3.21,0.01,Connected,15
0.31,3.21,0.01,Connected,16
0.30,3.10,0.01,Connected,17
0.29,3.07,0.01,Connected,18
0.30,3.15,0.01,Connected,19
0.29,3.00,0.05,Connected,20
0.29,3.12,0.02,Connected,21
0.31,3.26,0.01,Connected,22
0.31,3.19,0.02,Connected,23
0.31,3.26,0.02,Connected,24
0.30,3.04,0.03,Connected,25
