Real,User,Sys,Algorithm,Iteration
0.65,6.10,0.04,Sync,1
0.66,6.66,0.02,Sync,2
0.63,6.34,0.02,Sync,3
0.57,5.73,0.03,Sync,4
0.67,6.69,0.03,Sync,5
0.62,6.17,0.03,Sync,6
0.68,6.72,0.05,Sync,7
0.65,6.51,0.04,Sync,8
0.62,6.18,0.02,Sync,9
0.66,6.71,0.01,Sync,10
0.59,5.85,0.01,Sync,11
0.65,6.44,0.01,Sync,12
0.66,6.61,0.02,Sync,13
0.66,6.60,0.02,Sync,14
0.66,6.57,0.05,Sync,15
0.59,5.81,0.03,Sync,16
0.62,6.16,0.06,Sync,17
0.64,6.38,0.06,Sync,18
0.72,7.28,0.00,Sync,19
0.60,6.00,0.01,Sync,20
0.61,6.16,0.02,Sync,21
0.57,5.81,0.01,Sync,22
0.58,5.83,0.05,Sync,23
0.56,5.67,0.01,Sync,24
0.59,5.86,0.05,Sync,25
