Real,User,Sys,Algorithm,Iteration
0.35,3.04,0.00,Connected,1
0.28,2.97,0.02,Connected,2
0.33,3.37,0.01,Connected,3
0.30,3.15,0.02,Connected,4
0.30,3.13,0.01,Connected,5
0.30,3.19,0.01,Connected,6
0.29,3.05,0.01,Connected,7
0.31,3.31,0.01,Connected,8
0.32,3.41,0.03,Connected,9
0.32,3.36,0.01,Connected,10
0.32,3.35,0.02,Connected,11
0.30,3.10,0.02,Connected,12
0.31,3.30,0.02,Connected,13
0.29,3.08,0.03,Connected,14
0.33,3.37,0.11,Connected,15
0.29,3.02,0.00,Connected,16
0.30,3.14,0.02,Connected,17
0.29,3.09,0.04,Connected,18
0.29,3.05,0.04,Connected,19
0.30,3.25,0.02,Connected,20
0.31,3.19,0.02,Connected,21
0.30,3.22,0.01,Connected,22
0.32,3.36,0.01,Connected,23
0.32,3.32,0.01,Connected,24
0.30,3.22,0.01,Connected,25
